time_s,x,y,z,reward,collision,success,attack
3.3,505.7869873046875,501.89874267578125,-0.5019484758377075,0.0,False,True,False
3.41,506.07232666015625,501.8666687011719,-0.4931793510913849,0.0,False,True,False
3.52,506.357666015625,501.8257751464844,-0.4957035779953003,0.0,False,True,False
3.63,506.6435852050781,501.77825927734375,-0.49891263246536255,0.0,False,True,False
3.74,506.9299621582031,501.725830078125,-0.49835333228111267,0.0,False,True,False
3.85,507.21636962890625,501.67022705078125,-0.4905674159526825,0.0,False,True,False
3.96,507.5122375488281,501.6107482910156,-0.49008235335350037,0.0,False,True,False
4.07,507.808837890625,501.5509338378906,-0.4905407130718231,0.0,False,True,False
4.18,508.0978698730469,501.4938659667969,-0.4914343059062958,0.0,False,True,False
4.29,508.3879089355469,501.439453125,-0.4930795133113861,0.0,False,True,False
4.4,508.6789855957031,501.3893127441406,-0.4958482086658478,0.0,False,True,False
4.51,508.9710693359375,501.34490966796875,-0.5000860095024109,0.0,False,True,False
4.62,509.27227783203125,501.305908203125,-0.4947914779186249,0.0,False,True,False
4.73,509.5658264160156,501.27740478515625,-0.495830774307251,0.0,False,True,False
4.84,509.86810302734375,501.2589111328125,-0.5025949478149414,0.0,False,True,False
4.95,510.1529235839844,501.25067138671875,-0.49454206228256226,0.0,False,True,False
5.06,510.4454345703125,501.2557373046875,-0.5018011927604675,0.0,False,True,False
5.17,510.685546875,501.2685546875,-0.5042101144790649,0.0,False,True,False
5.28,510.9674072265625,501.2926330566406,-0.4950886368751526,0.0,False,True,False
5.39,511.247802734375,501.3290710449219,-0.4990272521972656,0.0,False,True,False
5.5,511.53515625,501.3767395019531,-0.49843111634254456,0.0,False,True,False
5.61,511.8292541503906,501.43609619140625,-0.4958033859729767,0.0,False,True,False
5.72,512.1047973632812,501.50177001953125,-0.5010604858398438,0.0,False,True,False
5.83,512.3953247070312,501.57867431640625,-0.492278128862381,0.0,False,True,False
5.94,512.6679077148438,501.65850830078125,-0.49211156368255615,0.0,False,True,False
6.05,512.9480590820312,501.7462463378906,-0.4934904873371124,0.0,False,True,False
6.16,513.219970703125,501.83514404296875,-0.49410268664360046,0.0,False,True,False
6.27,513.5083618164062,501.9317932128906,-0.4941464364528656,0.0,False,True,False
6.38,513.7967529296875,502.0288391113281,-0.4941946864128113,0.0,False,True,False
6.49,514.0774536132812,502.1213684082031,-0.49499228596687317,0.0,False,True,False
6.6,514.3513793945312,502.2076721191406,-0.4972694218158722,0.0,False,True,False
6.71,514.6353149414062,502.29083251953125,-0.5008106231689453,0.0,False,True,False
6.82,514.92041015625,502.36669921875,-0.4926064908504486,0.0,False,True,False
6.93,515.20703125,502.42962646484375,-0.503824770450592,0.0,False,True,False
7.04,515.4869995117188,502.478271484375,-0.5094466209411621,0.0,False,True,False
7.15,515.7824096679688,502.51226806640625,-0.514434814453125,0.0,False,True,False
7.26,516.0674438476562,502.52374267578125,-0.527862548828125,0.0,False,True,False
7.37,516.34912109375,502.51458740234375,-0.5410955548286438,0.0,False,True,False
7.48,516.6273803710938,502.48590087890625,-0.5501595139503479,0.0,False,True,False
7.59,516.9017944335938,502.438720703125,-0.5539531707763672,0.0,False,True,False
7.7,517.172119140625,502.37457275390625,-0.5525253415107727,0.0,False,True,False
7.81,517.446044921875,502.29205322265625,-0.5461716055870056,0.0,False,True,False
7.92,517.7079467773438,502.1972351074219,-0.535990834236145,0.0,False,True,False
8.03,517.9657592773438,502.08917236328125,-0.5226056575775146,0.0,False,True,False
8.14,518.2195434570312,501.9691162109375,-0.5067108273506165,0.0,False,True,False
8.25,518.4765014648438,501.83380126953125,-0.4930310845375061,0.0,False,True,False
8.36,518.7217407226562,501.6906433105469,-0.49712368845939636,0.0,False,True,False
8.47,518.9563598632812,501.54345703125,-0.4999929964542389,0.0,False,True,False
8.58,519.1953125,501.3851318359375,-0.49290814995765686,0.0,False,True,False
8.69,519.430908203125,501.2193298339844,-0.4954824149608612,0.0,False,True,False
8.8,519.6640014648438,501.0475769042969,-0.4986848533153534,0.0,False,True,False
8.91,519.8947143554688,500.8708801269531,-0.49945634603500366,0.0,False,True,False
9.02,520.12353515625,500.690185546875,-0.4922223687171936,0.0,False,True,False
9.13,520.3504638671875,500.50555419921875,-0.49220627546310425,0.0,False,True,False
9.24,520.57666015625,500.3182373046875,-0.4924452006816864,0.0,False,True,False
9.35,520.8028564453125,500.1299743652344,-0.49257585406303406,0.0,False,True,False
9.46,521.0375366210938,499.9375915527344,-0.49418148398399353,0.0,False,True,False
9.57,521.2692260742188,499.75567626953125,-0.5006699562072754,0.0,False,True,False
9.68,521.5054321289062,499.58221435546875,-0.4995470345020294,0.0,False,True,False
9.79,521.7483520507812,499.4268493652344,-0.5100050568580627,0.0,False,True,False
9.9,521.9976196289062,499.296875,-0.538163423538208,0.0,False,True,False
10.01,522.2516479492188,499.18975830078125,-0.561214029788971,0.0,False,True,False
10.12,522.5025634765625,499.1058654785156,-0.5748423337936401,0.0,False,True,False
10.23,522.7652587890625,499.0384826660156,-0.5804793238639832,0.0,False,True,False
10.34,523.0081787109375,498.9928283691406,-0.5797864198684692,0.0,False,True,False
10.45,523.2535400390625,498.961669921875,-0.5745124220848083,0.0,False,True,False
10.56,523.5170288085938,498.94354248046875,-0.5646473169326782,0.0,False,True,False
10.67,523.7823486328125,498.9400939941406,-0.5510209798812866,0.0,False,True,False
10.78,524.0562744140625,498.9510498046875,-0.5335578322410583,0.0,False,True,False
10.89,524.3221435546875,498.97509765625,-0.5136419534683228,0.0,False,True,False
11.0,524.5880126953125,499.01171875,-0.4928411543369293,0.0,False,True,False
11.11,524.8538818359375,499.0628356933594,-0.49498599767684937,0.0,False,True,False
11.22,525.1116943359375,499.1231384277344,-0.5027288794517517,0.0,False,True,False
11.33,525.3775634765625,499.1918640136719,-0.4865065813064575,0.0,False,True,False
11.44,525.6434326171875,499.2677001953125,-0.4783894419670105,0.0,False,True,False
11.55,525.9173583984375,499.3490905761719,-0.47458121180534363,0.0,False,True,False
11.66,526.1930541992188,499.4247741699219,-0.47921517491340637,0.0,False,True,False
11.77,526.4700927734375,499.48779296875,-0.49595731496810913,0.0,False,True,False
11.88,526.739990234375,499.5354309082031,-0.5127722024917603,0.0,False,True,False
12.0,527.019287109375,499.57196044921875,-0.5132552981376648,0.0,False,True,False
12.1,527.282958984375,499.5930480957031,-0.5082041025161743,0.0,False,True,False
12.22,527.5631103515625,499.60125732421875,-0.4995855987071991,0.0,False,True,False
12.32,527.836181640625,499.5946044921875,-0.4981825351715088,0.0,False,True,False
12.44,528.101806640625,499.575439453125,-0.5022299885749817,0.0,False,True,False
12.55,528.3837890625,499.5447998046875,-0.4936487674713135,0.0,False,True,False
12.66,528.6639404296875,499.5014953613281,-0.4998927414417267,0.0,False,True,False
12.77,528.944091796875,499.4490051269531,-0.4979594647884369,0.0,False,True,False
12.88,529.2324829101562,499.3866271972656,-0.48878708481788635,0.0,False,True,False
12.99,529.5126342773438,499.3175964355469,-0.4912779927253723,0.0,False,True,False
13.1,529.801025390625,499.2404479980469,-0.4936065971851349,0.0,False,True,False
13.21,530.0729370117188,499.1639404296875,-0.49443766474723816,0.0,False,True,False
13.32,530.3448486328125,499.0863952636719,-0.49489277601242065,0.0,False,True,False
13.43,530.6350708007812,499.0061340332031,-0.4967295527458191,0.0,False,True,False
13.54,530.9186401367188,498.93292236328125,-0.5006759166717529,0.0,False,True,False
13.65,531.20361328125,498.86578369140625,-0.49669596552848816,0.0,False,True,False
13.76,531.4991455078125,498.80487060546875,-0.49850165843963623,0.0,False,True,False
13.87,531.78759765625,498.7534484863281,-0.5001287460327148,0.0,False,True,False
13.98,532.077880859375,498.7091369628906,-0.49555152654647827,0.0,False,True,False
14.09,532.3695678710938,498.67279052734375,-0.4989977777004242,0.0,False,True,False
14.2,532.6707763671875,498.64239501953125,-0.497035413980484,0.0,False,True,False
14.31,532.9644165039062,498.6193542480469,-0.4924388527870178,0.0,False,True,False
14.42,533.2590942382812,498.6031188964844,-0.49483951926231384,0.0,False,True,False
14.53,533.5537719726562,498.5929260253906,-0.49778643250465393,0.0,False,True,False
14.64,533.8486328125,498.5884094238281,-0.5003657341003418,0.0,False,True,False
14.75,534.1453857421875,498.5887756347656,-0.49297642707824707,0.0,False,True,False
14.86,534.442138671875,498.5947265625,-0.49321264028549194,0.0,False,True,False
14.97,534.7388916015625,498.605712890625,-0.494981974363327,0.0,False,True,False
15.08,535.0443725585938,498.62188720703125,-0.49680453538894653,0.0,False,True,False
15.19,535.3411254882812,498.6421203613281,-0.49840569496154785,0.0,False,True,False
15.3,535.6378784179688,498.6665954589844,-0.4998338222503662,0.0,False,True,False
15.41,535.9346313476562,498.6948547363281,-0.49362558126449585,0.0,False,True,False
15.52,536.2392578125,498.7281494140625,-0.4908313453197479,0.0,False,True,False
15.63,536.5252685546875,498.76318359375,-0.49139219522476196,0.0,False,True,False
15.74,536.82861328125,498.8040466308594,-0.49226778745651245,0.0,False,True,False
15.85,537.1146240234375,498.845703125,-0.493012011051178,0.0,False,True,False
15.96,537.41796875,498.8930969238281,-0.4936744272708893,0.0,False,True,False
16.07,537.7213134765625,498.9435119628906,-0.49421563744544983,0.0,False,True,False
16.19,538.015869140625,498.9952697753906,-0.4946412444114685,0.0,False,True,False
16.3,538.3170776367188,499.05108642578125,-0.49499207735061646,0.0,False,True,False
16.41,538.6096801757812,499.1078186035156,-0.49526169896125793,0.0,False,True,False
16.52,538.910888671875,499.1685485839844,-0.49547868967056274,0.0,False,True,False
16.63,539.2034912109375,499.22967529296875,-0.4956415891647339,0.0,False,True,False
16.74,539.49462890625,499.29278564453125,-0.495767205953598,0.0,False,True,False
16.85,539.78515625,499.35784912109375,-0.4958646893501282,0.0,False,True,False
16.96,540.084228515625,499.4267883300781,-0.4959457516670227,0.0,False,True,False
17.07,540.3731689453125,499.49566650390625,-0.4960193634033203,0.0,False,True,False
17.18,540.6701049804688,499.5684509277344,-0.4961112439632416,0.0,False,True,False
17.29,540.9567260742188,499.64093017578125,-0.49625974893569946,0.0,False,True,False
17.4,541.2417602539062,499.7151794433594,-0.49658092856407166,0.0,False,True,False
