time_s,x,y,z,reward,collision,success,attack
0.0,500.0,500.0,-1.4951462745666504,0.0,False,True,False
0.1,500.0006103515625,500.00042724609375,-1.444085955619812,0.0,False,True,False
0.21,500.0104675292969,500.0068664550781,-1.3764499425888062,0.0,False,True,False
0.32,500.0402526855469,500.0260009765625,-1.3222883939743042,0.0,False,True,False
0.43,500.0975341796875,500.0623779296875,-1.2875202894210815,0.0,False,True,False
0.54,500.1757507324219,500.11163330078125,-1.2574292421340942,0.0,False,True,False
0.65,500.276611328125,500.17474365234375,-1.2210818529129028,0.0,False,True,False
0.76,500.39593505859375,500.2492980957031,-1.1780922412872314,0.0,False,True,False
0.87,500.5322570800781,500.3340759277344,-1.1295868158340454,0.0,False,True,False
0.98,500.6838073730469,500.427978515625,-1.0774884223937988,0.0,False,True,False
1.09,500.8489685058594,500.5300598144531,-1.023921012878418,0.0,False,True,False
1.2,501.02618408203125,500.6391906738281,-0.9703546762466431,0.0,False,True,False
1.31,501.2085876464844,500.7506408691406,-0.9186044335365295,0.0,False,True,False
1.42,501.41229248046875,500.8729248046875,-0.8648834824562073,0.0,False,True,False
1.53,501.619873046875,500.9937744140625,-0.8151362538337708,0.0,False,True,False
1.64,501.836669921875,501.1141052246094,-0.7690719962120056,0.0,False,True,False
1.75,502.0623474121094,501.2318115234375,-0.7277089953422546,0.0,False,True,False
1.86,502.2966613769531,501.344482421875,-0.6918419003486633,0.0,False,True,False
1.97,502.5389709472656,501.4500427246094,-0.6601473093032837,0.0,False,True,False
2.08,502.7886047363281,501.5472412109375,-0.6312171816825867,0.0,False,True,False
2.19,503.052490234375,501.6374816894531,-0.6038655042648315,0.0,False,True,False
2.3,503.3147888183594,501.7147521972656,-0.5794956684112549,0.0,False,True,False
2.41,503.5823059082031,501.7813415527344,-0.5572428703308105,0.0,False,True,False
2.52,503.8462219238281,501.8352966308594,-0.537743330001831,0.0,False,True,False
2.63,504.1217956542969,501.8796081542969,-0.5198469161987305,0.0,False,True,False
2.73,504.3922119140625,501.9114074707031,-0.5046277642250061,0.0,False,True,False
2.85,504.67327880859375,501.9319763183594,-0.49452513456344604,0.0,False,True,False
2.95,504.9480285644531,501.9388427734375,-0.5025016069412231,0.0,False,True,False
3.06,505.2406921386719,501.9356689453125,-0.5000260472297668,0.0,False,True,False
3.17,505.51715087890625,501.9224548339844,-0.4950440526008606,0.0,False,True,False
3.28,505.802490234375,501.89764404296875,-0.5017152428627014,0.0,False,True,False
3.39,506.08782958984375,501.8650817871094,-0.4924120008945465,0.0,False,True,False
3.5,506.3731689453125,501.823974609375,-0.49139684438705444,0.0,False,True,False
3.61,506.6590881347656,501.7761535644531,-0.49416980147361755,0.0,False,True,False
3.72,506.9538879394531,501.7218017578125,-0.49627095460891724,0.0,False,True,False
3.83,507.2403869628906,501.6655578613281,-0.49741658568382263,0.0,False,True,False
3.94,507.5362548828125,501.6058349609375,-0.49806928634643555,0.0,False,True,False
4.05,507.82440185546875,501.5477294921875,-0.4986375570297241,0.0,False,True,False
4.16,508.11346435546875,501.4906311035156,-0.4995752274990082,0.0,False,True,False
4.27,508.4035339355469,501.4361572265625,-0.4959145486354828,0.0,False,True,False
4.38,508.703125,501.3846435546875,-0.4913467466831207,0.0,False,True,False
4.49,508.9952392578125,501.34100341796875,-0.4948878288269043,0.0,False,True,False
4.6,509.2881164550781,501.30474853515625,-0.5009527802467346,0.0,False,True,False
4.71,509.59039306640625,501.2754211425781,-0.4958636164665222,0.0,False,True,False
4.82,509.884033203125,501.2575378417969,-0.49437186121940613,0.0,False,True,False
4.93,510.1860046386719,501.2521057128906,-0.5047653913497925,0.0,False,True,False
5.04,510.478515625,501.2570495605469,-0.49990609288215637,0.0,False,True,False
5.15,510.7782897949219,501.2751770019531,-0.49788379669189453,0.0,False,True,False
5.26,511.0681457519531,501.3055419921875,-0.5024023056030273,0.0,False,True,False
5.37,511.3565673828125,501.3458557128906,-0.4951876103878021,0.0,False,True,False
5.48,511.6432800292969,501.39801025390625,-0.5008144974708557,0.0,False,True,False
5.59,511.9366455078125,501.46087646484375,-0.4956681728363037,0.0,False,True,False
5.7,512.1867065429688,501.5224609375,-0.4929027855396271,0.0,False,True,False
