time_s,x,y,z,reward,collision,success,attack
3.19,505.5276794433594,501.9211120605469,-0.495314359664917,0.0,False,True,False
3.31,505.80462646484375,501.8971862792969,-0.49717533588409424,0.0,False,True,False
3.42,506.0899658203125,501.86322021484375,-0.5015703439712524,0.0,False,True,False
3.53,506.37530517578125,501.8224182128906,-0.49351513385772705,0.0,False,True,False
3.64,506.6443786621094,501.7775573730469,-0.4948580861091614,0.0,False,True,False
3.75,506.9307556152344,501.7249755859375,-0.496957004070282,0.0,False,True,False
3.86,507.2171936035156,501.6689147949219,-0.4983227849006653,0.0,False,True,False
3.97,507.5046081542969,501.6109924316406,-0.49915337562561035,0.0,False,True,False
4.08,507.7841796875,501.5545959472656,-0.49984031915664673,0.0,False,True,False
4.19,508.0729675292969,501.4972229003906,-0.4965129792690277,0.0,False,True,False
4.3,508.3628845214844,501.44256591796875,-0.49610957503318787,0.0,False,True,False
4.41,508.65386962890625,501.3921203613281,-0.49864661693573,0.0,False,True,False
4.52,508.9372253417969,501.3484191894531,-0.5002990961074829,0.0,False,True,False
4.63,509.2384338378906,501.3085021972656,-0.489971786737442,0.0,False,True,False
4.74,509.52337646484375,501.2802734375,-0.4950410723686218,0.0,False,True,False
4.85,509.8170166015625,501.2610168457031,-0.5035317540168762,0.0,False,True,False
4.96,510.1106262207031,501.2508850097656,-0.49561434984207153,0.0,False,True,False
5.07,510.3946228027344,501.2538146972656,-0.500860869884491,0.0,False,True,False
5.18,510.6863098144531,501.26806640625,-0.5007469058036804,0.0,False,True,False
5.29,510.97662353515625,501.2938537597656,-0.49716293811798096,0.0,False,True,False
5.4,511.2654724121094,501.3320007324219,-0.5017844438552856,0.0,False,True,False
5.51,511.5527648925781,501.37982177734375,-0.49622082710266113,0.0,False,True,False
5.62,511.8382873535156,501.4387512207031,-0.5019046068191528,0.0,False,True,False
5.73,512.1141357421875,501.50360107421875,-0.4940645694732666,0.0,False,True,False
5.84,512.4046630859375,501.58123779296875,-0.4913437068462372,0.0,False,True,False
5.95,512.693603515625,501.6665344238281,-0.4937974810600281,0.0,False,True,False
6.07,512.9737548828125,501.75482177734375,-0.4954024851322174,0.0,False,True,False
6.18,513.2374267578125,501.8412780761719,-0.49597060680389404,0.0,False,True,False
6.29,513.5258178710938,501.93798828125,-0.4960055351257324,0.0,False,True,False
6.4,513.7977294921875,502.02947998046875,-0.4960710108280182,0.0,False,True,False
6.51,514.0784301757812,502.12200927734375,-0.4968887269496918,0.0,False,True,False
6.62,514.3606567382812,502.2107849121094,-0.4992889165878296,0.0,False,True,False
6.73,514.6446533203125,502.2939758300781,-0.49906712770462036,0.0,False,True,False
6.84,514.929931640625,502.369140625,-0.49340713024139404,0.0,False,True,False
6.95,515.2164916992188,502.43157958984375,-0.5048940777778625,0.0,False,True,False
7.06,515.5049438476562,502.4816589355469,-0.5047053098678589,0.0,False,True,False
7.17,515.7916870117188,502.5135803222656,-0.5095842480659485,0.0,False,True,False
7.28,516.0765991210938,502.5240478515625,-0.5233073830604553,0.0,False,True,False
7.39,516.3580932617188,502.51385498046875,-0.5366214513778687,0.0,False,True,False
7.5,516.6361083984375,502.4842224121094,-0.5456777215003967,0.0,False,True,False
7.61,516.9102783203125,502.4364929199219,-0.5494466423988342,0.0,False,True,False
7.72,517.1804809570312,502.3715515136719,-0.548008143901825,0.0,False,True,False
7.83,517.446533203125,502.2908935546875,-0.5419136881828308,0.0,False,True,False
7.94,517.7084350585938,502.19580078125,-0.531883716583252,0.0,False,True,False
8.05,517.9586791992188,502.0909423828125,-0.5190841555595398,0.0,False,True,False
8.16,518.2125854492188,501.97113037109375,-0.5034158229827881,0.0,False,True,False
8.27,518.4622192382812,501.8395690917969,-0.49381881952285767,0.0,False,True,False
8.38,518.7076416015625,501.6966552734375,-0.4993811845779419,0.0,False,True,False
8.49,518.9566650390625,501.54107666015625,-0.49846574664115906,0.0,False,True,False
8.61,519.1957397460938,501.3828125,-0.4898441731929779,0.0,False,True,False
8.72,519.431396484375,501.2170104980469,-0.4922960102558136,0.0,False,True,False
8.83,519.6644897460938,501.0452575683594,-0.4954821765422821,0.0,False,True,False
8.94,519.8952026367188,500.86846923828125,-0.49802765250205994,0.0,False,True,False
9.05,520.1238403320312,500.6873474121094,-0.49989748001098633,0.0,False,True,False
9.16,520.3507690429688,500.5028381347656,-0.4933922588825226,0.0,False,True,False
9.27,520.5769653320312,500.3157653808594,-0.4884413480758667,0.0,False,True,False
9.38,520.8031616210938,500.1279602050781,-0.4879556894302368,0.0,False,True,False
9.49,521.0313110351562,499.941162109375,-0.48940131068229675,0.0,False,True,False
9.6,521.2630615234375,499.7591552734375,-0.4956435561180115,0.0,False,True,False
9.71,521.4998779296875,499.5865478515625,-0.5061734318733215,0.0,False,True,False
9.83,521.7422485351562,499.42901611328125,-0.5116457343101501,0.0,False,True,False
9.94,521.9912719726562,499.2974548339844,-0.53593510389328,0.0,False,True,False
10.05,522.2451171875,499.1896057128906,-0.5582584738731384,0.0,False,True,False
10.16,522.5034790039062,499.1028747558594,-0.5718288421630859,0.0,False,True,False
10.27,522.76611328125,499.0355529785156,-0.5769636034965515,0.0,False,True,False
10.38,523.0326538085938,498.98651123046875,-0.5755345225334167,0.0,False,True,False
10.49,523.302001953125,498.9546813964844,-0.5687699913978577,0.0,False,True,False
10.6,523.5738525390625,498.939208984375,-0.557558536529541,0.0,False,True,False
10.71,523.8475952148438,498.9392395019531,-0.5425563454627991,0.0,False,True,False
10.82,524.1215209960938,498.953857421875,-0.524246871471405,0.0,False,True,False
10.93,524.3954467773438,498.98223876953125,-0.502967894077301,0.0,False,True,False
11.05,524.6774291992188,499.0260925292969,-0.48741304874420166,0.0,False,True,False
11.16,524.9513549804688,499.0835266113281,-0.4940699338912964,0.0,False,True,False
11.27,525.2252807617188,499.15155029296875,-0.5013929009437561,0.0,False,True,False
11.38,525.4979248046875,499.2262878417969,-0.4874740540981293,0.0,False,True,False
11.49,525.7718505859375,499.30706787109375,-0.4822691082954407,0.0,False,True,False
11.6,526.054443359375,499.3896179199219,-0.47985944151878357,0.0,False,True,False
11.71,526.3304443359375,499.4597473144531,-0.4910650849342346,0.0,False,True,False
11.82,526.6166381835938,499.5176086425781,-0.509528398513794,0.0,False,True,False
11.93,526.88671875,499.5599060058594,-0.5125324130058289,0.0,False,True,False
12.04,527.1668701171875,499.58929443359375,-0.508508563041687,0.0,False,True,False
12.15,527.447021484375,499.60382080078125,-0.501220166683197,0.0,False,True,False
12.26,527.727783203125,499.6031494140625,-0.4973171055316925,0.0,False,True,False
12.37,528.010009765625,499.5873718261719,-0.5033593773841858,0.0,False,True,False
12.48,528.292236328125,499.5608215332031,-0.4948025345802307,0.0,False,True,False
12.59,528.5726928710938,499.5209655761719,-0.5010184645652771,0.0,False,True,False
12.7,528.8528442382812,499.4718933105469,-0.4958878755569458,0.0,False,True,False
12.82,529.1329956054688,499.4138488769531,-0.48993369936943054,0.0,False,True,False
12.93,529.4131469726562,499.3470764160156,-0.4934159219264984,0.0,False,True,False
13.03,529.6932983398438,499.2738342285156,-0.4963953495025635,0.0,False,True,False
13.14,529.9734497070312,499.196044921875,-0.4977213144302368,0.0,False,True,False
13.25,530.2536010742188,499.1161804199219,-0.49811580777168274,0.0,False,True,False
13.36,530.5347290039062,499.0370178222656,-0.49925097823143005,0.0,False,True,False
13.47,530.8172607421875,498.9615783691406,-0.4999033510684967,0.0,False,True,False
13.59,531.1016845703125,498.8919372558594,-0.49532443284988403,0.0,False,True,False
13.7,531.3880615234375,498.8301086425781,-0.499629944562912,0.0,False,True,False
13.81,531.6763916015625,498.775390625,-0.49761608242988586,0.0,False,True,False
13.92,531.966064453125,498.7283935546875,-0.49682295322418213,0.0,False,True,False
14.03,532.2655639648438,498.6882019042969,-0.50103759765625,0.0,False,True,False
14.14,532.5581665039062,498.65557861328125,-0.4935801029205322,0.0,False,True,False
14.25,532.8598022460938,498.6296691894531,-0.49452629685401917,0.0,False,True,False
14.36,533.1544799804688,498.6112060546875,-0.49774235486984253,0.0,False,True,False
14.47,533.4491577148438,498.598876953125,-0.5008729696273804,0.0,False,True,False
14.58,533.7525024414062,498.59149169921875,-0.4913567900657654,0.0,False,True,False
14.69,534.0484619140625,498.5903625488281,-0.4900698661804199,0.0,False,True,False
14.8,534.34521484375,498.59466552734375,-0.49192315340042114,0.0,False,True,False
14.91,534.6506958007812,498.60430908203125,-0.49400588870048523,0.0,False,True,False
15.03,534.9474487304688,498.6184997558594,-0.49585607647895813,0.0,False,True,False
15.14,535.2442016601562,498.6371765136719,-0.4975145757198334,0.0,False,True,False
15.25,535.5496826171875,498.66094970703125,-0.4990346431732178,0.0,False,True,False
15.36,535.846435546875,498.688232421875,-0.5002796053886414,0.0,False,True,False
15.47,536.1430053710938,498.71905517578125,-0.4917986989021301,0.0,False,True,False
15.58,536.4376831054688,498.75390625,-0.49086230993270874,0.0,False,True,False
15.69,536.7410278320312,498.7935791015625,-0.4915907084941864,0.0,False,True,False
15.8,537.0443725585938,498.8367919921875,-0.4923970103263855,0.0,False,True,False
15.91,537.3390502929688,498.8819580078125,-0.49307090044021606,0.0,False,True,False
16.02,537.6337280273438,498.9300537109375,-0.4936286211013794,0.0,False,True,False
16.13,537.9370727539062,498.9824523925781,-0.4940949082374573,0.0,False,True,False
16.24,538.230224609375,499.0359802246094,-0.49445873498916626,0.0,False,True,False
16.35,538.5314331054688,499.0935974121094,-0.49475643038749695,0.0,False,True,False
16.47,538.8240356445312,499.15185546875,-0.49498310685157776,0.0,False,True,False
16.58,539.1166381835938,499.2122497558594,-0.4951592683792114,0.0,False,True,False
16.69,539.4169921875,499.2765808105469,-0.4952985644340515,0.0,False,True,False
16.8,539.70751953125,499.341064453125,-0.49540263414382935,0.0,False,True,False
16.91,539.998046875,499.4074401855469,-0.4954858124256134,0.0,False,True,False
17.02,540.296142578125,499.4776611328125,-0.4955615997314453,0.0,False,True,False
17.13,540.5761108398438,499.545654296875,-0.4956408739089966,0.0,False,True,False
17.24,540.8634643554688,499.6175231933594,-0.49576351046562195,0.0,False,True,False
17.35,541.1575927734375,499.6933288574219,-0.49602028727531433,0.0,False,True,False
